name,inputs,size,threshold,threshold_param,threshold_cross,index,size_trim,size_bisim,size_sim,sim_rels,size_sc1,size_sc1_min,size_sc2,size_sc2_min,max_inter,time_bisim,time_sim,time_sc1,time_sc1_min,time_sc2,time_sc2_min,time_total,cancel
nfa_130_2.0_8.ba,11,131,adaptiveStep,5000,4,CCLS,131,131,133,,6703,1,1,1,14118,13938142,24877571,1394047819,,6091255,,1438954787,
nfa_240_2.0_1.ba,15,241,adaptiveStep,5000,70,CCLS,241,241,243,,11573,5,5,5,342628,30096465,44662346,351894476772,,111525286,,352080760869,
nfa_140_2.0_5.ba,11,141,adaptiveStep,5000,4,CCLS,141,141,143,,6934,5,5,5,17388,14246222,28416515,2040599491,,6619006,,2089881234,
nfa_190_2.0_2.ba,13,191,adaptiveStep,5000,19,CCLS,191,191,193,,10373,5,5,5,66194,20939318,35816671,20009988912,,88658156,,20155403057,
nfa_90_2.0_7.ba,9,91,adaptiveStep,5000,1,CCLS,91,91,93,,6811,4,4,4,6811,10088379,18965326,318594223,,12808020,,360455948,
nfa_40_2.0_7.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,506,1,1,1,506,6518246,13607421,17793376,,490960,,38410003,
nfa_190_2.0_3.ba,13,191,adaptiveStep,5000,19,CCLS,191,191,193,,10499,6,5,5,73811,21117469,36254781,21757109604,,15370553,,21829852407,
nfa_110_2.0_2.ba,10,111,adaptiveStep,5000,2,CCLS,111,111,113,,6545,4,4,4,9568,11492419,21287199,740477713,,9490278,,782747609,
nfa_50_2.0_1.ba,7,51,adaptiveStep,5000,0,CCLS,51,51,53,,1470,3,3,3,1470,6531125,13871903,31182136,,1718432,,53303596,
nfa_30_2.0_8.ba,5,31,adaptiveStep,5000,0,CCLS,31,31,33,,202,3,3,3,202,4512063,11576020,11669310,,353610,,28111003,
nfa_250_2.0_3.ba,15,251,adaptiveStep,5000,64,CCLS,251,251,253,,12944,3,3,3,404767,29921725,43395205,394876668138,,74536004,,395024521072,
nfa_40_2.0_9.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,516,3,3,3,516,6393515,12900730,16275864,,517070,,36087179,
nfa_210_2.0_7.ba,14,211,adaptiveStep,5000,31,CCLS,211,211,213,,10808,6,6,6,121236,23139009,37688993,61215320356,,120854953,,61397003311,
nfa_150_2.0_7.ba,12,151,adaptiveStep,5000,6,CCLS,151,151,153,,7605,6,6,6,22804,15110442,28809225,3139306525,,24894512,,3208120704,
nfa_90_2.0_2.ba,9,91,adaptiveStep,5000,1,CCLS,91,91,93,,6623,5,5,5,6623,9808739,18256635,326258989,,10367679,,364692042,
nfa_240_2.0_8.ba,15,241,adaptiveStep,5000,68,CCLS,241,241,243,,11547,6,6,6,308355,29852175,44312757,313549847434,,81302130,,313705314496,
nfa_80_2.0_0.ba,8,81,adaptiveStep,5000,1,CCLS,81,81,83,,6843,4,4,4,6843,8364067,16922594,207996559,,14499612,,247782832,
nfa_180_2.0_5.ba,13,181,adaptiveStep,5000,16,CCLS,181,181,183,,11011,7,7,7,52475,18221596,36193840,17577814677,,265737569,,17897967682,
nfa_180_2.0_2.ba,13,181,adaptiveStep,5000,12,CCLS,181,181,183,,13273,8,8,8,47926,18964816,34234439,11762319599,,204547166,,12020066020,
nfa_140_2.0_4.ba,11,141,adaptiveStep,5000,5,CCLS,141,141,143,,9077,4,4,4,17527,13908532,26412363,2391968537,,59925232,,2492214664,
nfa_30_2.0_2.ba,5,31,adaptiveStep,5000,0,CCLS,31,31,33,,250,1,1,1,250,4475464,12016430,12024991,,255990,,28772875,
nfa_60_2.0_3.ba,7,61,adaptiveStep,5000,0,CCLS,61,61,63,,3175,3,3,3,3175,6894366,14424113,58778880,,2388212,,82485571,
nfa_200_2.0_9.ba,14,201,adaptiveStep,5000,25,CCLS,201,201,203,,10279,5,5,5,90088,22501130,37344422,38523248227,,43474668,,38626568447,
nfa_140_2.0_9.ba,11,141,adaptiveStep,5000,5,CCLS,141,141,143,,6870,3,3,3,16183,14192282,26561583,1918916630,,20493838,,1980164333,
nfa_220_2.0_1.ba,14,221,adaptiveStep,5000,40,CCLS,221,221,223,,12459,10,10,10,203303,28818635,43013697,124599083193,,274508716,,124945424241,
nfa_170_2.0_1.ba,13,171,adaptiveStep,5000,10,CCLS,171,171,173,,13541,4,4,4,37974,17002594,31884628,7551209246,,78100127,,7678196595,
nfa_230_2.0_6.ba,15,231,adaptiveStep,5000,53,CCLS,231,231,233,,12091,8,8,8,268131,31533467,44038528,205137327824,,19613357,,205232513176,
nfa_40_2.0_1.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,510,1,1,1,510,5403845,12393580,16558614,,306300,,34662339,
nfa_70_2.0_5.ba,8,71,adaptiveStep,5000,0,CCLS,71,71,73,,6286,3,3,3,6286,7680007,15595073,105836062,,3599334,,132710476,
nfa_240_2.0_2.ba,15,241,adaptiveStep,5000,59,CCLS,241,241,243,,13123,7,7,7,332009,26488523,46938800,320520325544,,235798314,,320829551181,
nfa_20_2.0_4.ba,4,21,adaptiveStep,5000,0,CCLS,21,21,21,,1,1,1,1,1,3552234,14647432,5499984,,245841,,23945491,
nfa_80_2.0_9.ba,8,81,adaptiveStep,5000,1,CCLS,81,81,83,,6951,7,7,7,6951,8561227,17807376,227240567,,28699125,,282308295,
nfa_20_2.0_2.ba,4,21,adaptiveStep,5000,0,CCLS,21,21,23,,45,1,1,1,45,3745514,10793099,8232177,,465631,,23236421,
nfa_150_2.0_3.ba,12,151,adaptiveStep,5000,7,CCLS,151,151,153,,7110,5,5,5,23630,15084683,28673116,3648803363,,37408523,,3729969685,
nfa_180_2.0_7.ba,13,181,adaptiveStep,5000,13,CCLS,181,181,183,,10422,5,5,5,46945,17897306,34557110,11415642809,,27326714,,11495423939,
nfa_300_2.0_9.ba,17,301,,,,CCLS,301,301,303,,,,,,,36567609,52314783,,,,,88882392,TO
nfa_70_2.0_0.ba,8,71,adaptiveStep,5000,0,CCLS,71,71,73,,6589,1,1,1,6589,8654767,16194414,111597717,,2491102,,138938000,
nfa_260_2.0_5.ba,16,261,adaptiveStep,5000,95,CCLS,261,261,263,,12786,5,5,5,526137,32769097,47366419,811434595308,,149286401,,811664017225,
nfa_40_2.0_6.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,480,5,5,5,480,5763285,12959312,16162424,,772980,,35658001,
nfa_200_2.0_3.ba,14,201,adaptiveStep,5000,21,CCLS,201,201,203,,13678,5,5,5,83764,22663659,35680511,35196393160,,154182025,,35408919355,
nfa_150_2.0_9.ba,12,151,adaptiveStep,5000,6,CCLS,151,151,153,,6726,4,4,4,22876,15169534,29619006,3181426490,,11040210,,3237255240,
nfa_70_2.0_1.ba,8,71,adaptiveStep,5000,0,CCLS,71,71,73,,6345,4,4,4,6345,9157047,19085437,118124043,,5172434,,151538961,
nfa_230_2.0_9.ba,15,231,adaptiveStep,5000,59,CCLS,231,231,233,,10984,7,7,7,261605,29025875,44092438,198640204184,,140775152,,198854097649,
nfa_190_2.0_1.ba,13,191,adaptiveStep,5000,18,CCLS,191,191,193,,10704,3,3,3,60708,19020006,34593690,18887713720,,46701671,,18988029087,
nfa_200_2.0_1.ba,14,201,adaptiveStep,5000,23,CCLS,201,201,203,,12115,8,8,8,88818,22165669,37282532,38451603906,,171184309,,38682236416,
