name,inputs,size,threshold,threshold_param,threshold_cross,index,size_trim,size_bisim,size_sim,sim_rels,size_sc1,size_sc1_min,size_sc2,size_sc2_min,max_inter,time_bisim,time_sim,time_sc1,time_sc1_min,time_sc2,time_sc2_min,time_total,cancel
nfa_180_2.0_2.ba,13,181,,,,,181,181,,,632626,8,8,8,,17512369,,31384557965,,21354697871,,52756768205,
nfa_30_2.0_2.ba,5,31,,,,,31,31,,,250,1,1,1,,4473200,,10289480,,114029,,14876709,
nfa_60_2.0_3.ba,7,61,,,,,61,61,,,3175,3,3,3,,6951320,,44155909,,2366270,,53473499,
nfa_140_2.0_4.ba,11,141,,,,,141,141,,,206841,4,4,4,,13764830,,4622226706,,1508448274,,6144439810,
nfa_140_2.0_9.ba,11,141,,,,,141,141,,,178467,3,3,3,,14126230,,5169881947,,834942729,,6018950906,
nfa_250_2.0_8.ba,15,251,,,,,251,251,,,,,,,,30414159,,,,,,30414159,TO
nfa_300_2.0_9.ba,17,301,,,,,301,301,,,,,,,,36659830,,,,,,36659830,TO
nfa_170_2.0_1.ba,13,171,,,,,171,171,,,502903,4,4,4,,17380090,,17549498622,,7041361300,,24608240012,
nfa_210_2.0_7.ba,14,211,,,,,211,211,,,1535937,6,6,6,,27966695,,103735054359,,91298028045,,195061049099,
nfa_40_2.0_1.ba,6,41,,,,,41,41,,,510,1,1,1,,5897020,,13380770,,118370,,19396160,
nfa_260_2.0_0.ba,16,261,,,,,261,261,,,,,,,,30196089,,,,,,30196089,TO
nfa_200_2.0_9.ba,14,201,,,,,201,201,,,1155562,5,5,5,,28497807,,78879789903,,42719777485,,121628065195,
nfa_70_2.0_5.ba,8,71,,,,,71,71,,,6286,3,3,3,,8067520,,89038143,,2987260,,100092923,
nfa_290_2.0_2.ba,17,291,,,,,291,291,,,,,,,,33787413,,,,,,33787413,TO
nfa_20_2.0_4.ba,4,21,,,,,21,21,,,51,1,1,1,,3564520,,6808390,,95780,,10468690,
nfa_220_2.0_1.ba,ERR
nfa_250_2.0_3.ba,15,251,,,,,251,251,,,,,,,,32211796,,,,,,32211796,TO
nfa_80_2.0_9.ba,8,81,,,,,81,81,,,11273,7,7,7,,8119460,,141851839,,17062111,,167033410,
nfa_20_2.0_2.ba,4,21,,,,,21,21,,,45,1,1,1,,3507619,,6476170,,54560,,10038349,
nfa_150_2.0_3.ba,12,151,,,,,151,151,,,291187,5,5,5,,14516101,,6638733380,,3149775854,,9803025335,
nfa_180_2.0_7.ba,13,181,,,,,181,181,,,614738,5,5,5,,18060481,,30245602080,,12946377074,,43210039635,
nfa_260_2.0_5.ba,16,261,,,,,261,261,,,,,,,,32309913,,,,,,32309913,TO
nfa_70_2.0_0.ba,8,71,,,,,71,71,,,6589,1,1,1,,8010730,,93260690,,1697860,,102969280,
nfa_270_2.0_2.ba,16,271,,,,,271,271,,,,,,,,31285759,,,,,,31285759,TO
nfa_240_2.0_8.ba,15,241,,,,,241,241,,,,,,,,32140428,,,,,,32140428,TO
nfa_40_2.0_6.ba,6,41,,,,,41,41,,,480,5,5,5,,5608321,,13716731,,451550,,19776602,
nfa_150_2.0_9.ba,12,151,,,,,151,151,,,272012,4,4,4,,15063783,,8065321192,,4786285105,,12866670080,
nfa_70_2.0_1.ba,8,71,,,,,71,71,,,6345,4,4,4,,11649442,,107693124,,19862132,,139204698,
nfa_240_2.0_2.ba,ERR
nfa_230_2.0_6.ba,ERR
nfa_200_2.0_3.ba,14,201,,,,,201,201,,,1141669,5,5,5,,27664343,,60948062497,,39287710351,,100263437191,
nfa_190_2.0_1.ba,13,191,,,,,191,191,,,769512,3,3,3,,18988972,,48712997744,,11762235452,,60494222168,
nfa_100_2.0_3.ba,10,101,,,,,101,101,,,34060,4,4,4,,11252942,,450263691,,130656181,,592172814,
nfa_150_2.0_2.ba,12,151,,,,,151,151,,,279284,8,8,8,,14822142,,8564087498,,4866474685,,13445384325,
nfa_120_2.0_4.ba,10,121,,,,,121,121,,,89743,3,3,3,,11971122,,1569925495,,267030574,,1848927191,
nfa_100_2.0_7.ba,10,101,,,,,101,101,,,31141,4,4,4,,11110962,,410982437,,79862223,,501955622,
nfa_170_2.0_0.ba,13,171,,,,,171,171,,,504199,7,7,7,,17854043,,20269092666,,12083756027,,32370702736,
nfa_200_2.0_1.ba,14,201,,,,,201,201,,,1166170,8,8,8,,27922744,,75082971236,,66736786463,,141847680443,
nfa_180_2.0_8.ba,13,181,,,,,181,181,,,604394,5,5,5,,17934223,,23389180708,,12388925063,,35796039994,
nfa_290_2.0_1.ba,17,291,,,,,291,291,,,,,,,,33321414,,,,,,33321414,TO
nfa_60_2.0_7.ba,7,61,,,,,61,61,,,3944,3,3,3,,8769138,,61783593,,5836275,,76389006,
nfa_190_2.0_5.ba,13,191,,,,,191,191,,,857253,8,8,8,,22471184,,62204792153,,53003168917,,115230432254,
nfa_40_2.0_3.ba,6,41,,,,,41,41,,,635,1,1,1,,8402358,,16596974,,217020,,25216352,
nfa_120_2.0_7.ba,10,121,,,,,121,121,,,93622,6,6,6,,15766363,,1666217206,,1158133445,,2840117014,
nfa_260_2.0_9.ba,16,261,,,,,261,261,,,,,,,,33126715,,,,,,33126715,TO
nfa_220_2.0_6.ba,ERR
nfa_50_2.0_0.ba,7,51,,,,,51,51,,,1654,3,3,3,,6329315,,25103071,,820550,,32252936,
nfa_160_2.0_5.ba,12,161,,,,,161,161,,,365203,5,5,5,,15418963,,10643913378,,4964373464,,15623705805,
nfa_180_2.0_6.ba,13,181,,,,,181,181,,,606597,7,7,7,,17772394,,23082519139,,17259498982,,40359790515,
nfa_140_2.0_2.ba,11,141,,,,,141,141,,,184260,8,8,8,,13883141,,3505460263,,2312471472,,5831814876,
nfa_150_2.0_6.ba,12,151,,,,,151,151,,,284027,6,6,6,,15035912,,10694720000,,3583215223,,14292971135,
nfa_40_2.0_0.ba,6,41,,,,,41,41,,,500,3,3,3,,5801475,,14036181,,336080,,20173736,
nfa_200_2.0_8.ba,14,201,,,,,201,201,,,1067404,5,5,5,,21767274,,82605835371,,36289120374,,118916723019,
nfa_260_2.0_7.ba,16,261,,,,,261,261,,,,,,,,35165613,,,,,,35165613,TO
nfa_280_2.0_5.ba,16,281,,,,,281,281,,,,,,,,32476954,,,,,,32476954,TO
nfa_100_2.0_2.ba,10,101,,,,,101,101,,,34499,4,4,4,,14182259,,533255862,,197020214,,744458335,
nfa_270_2.0_8.ba,16,271,,,,,271,271,,,,,,,,32807265,,,,,,32807265,TO
nfa_170_2.0_8.ba,13,171,,,,,171,171,,,504147,3,3,3,,19789254,,21533964609,,6337168425,,27890922288,
nfa_230_2.0_9.ba,ERR
nfa_190_2.0_7.ba,13,191,,,,,191,191,,,792755,4,4,4,,18876372,,27432777611,,17229351842,,44681005825,
nfa_250_2.0_5.ba,ERR
nfa_50_2.0_5.ba,7,51,,,,,51,51,,,1574,1,1,1,,6719693,,24473055,,330560,,31523308,
nfa_120_2.0_5.ba,10,121,,,,,121,121,,,89562,5,5,5,,11500836,,1428139128,,450086167,,1889726131,
nfa_40_2.0_2.ba,6,41,,,,,41,41,,,530,1,1,1,,5958853,,14229249,,118640,,20306742,
nfa_20_2.0_6.ba,4,21,,,,,21,21,,,45,1,1,1,,3457142,,6325224,,54600,,9836966,
nfa_50_2.0_6.ba,7,51,,,,,51,51,,,1521,4,4,4,,6857984,,23664144,,862511,,31384639,
nfa_40_2.0_5.ba,6,41,,,,,41,41,,,622,4,4,4,,6164743,,14945249,,415311,,21525303,
nfa_210_2.0_5.ba,14,211,,,,,211,211,,,1527785,8,8,8,,29605043,,98873562066,,113003293637,,211906460746,
nfa_30_2.0_7.ba,5,31,,,,,31,31,,,218,1,1,1,,4563013,,10774836,,70891,,15408740,
nfa_60_2.0_0.ba,7,61,,,,,61,61,,,3586,4,4,4,,6821184,,47611838,,2640932,,57073954,
nfa_290_2.0_9.ba,17,291,,,,,291,291,,,,,,,,33191270,,,,,,33191270,TO
nfa_300_2.0_3.ba,17,301,,,,,301,301,,,,,,,,34285009,,,,,,34285009,TO
nfa_80_2.0_7.ba,8,81,,,,,81,81,,,10493,4,4,4,,8381735,,139829511,,9187565,,157398811,
nfa_40_2.0_8.ba,6,41,,,,,41,41,,,603,1,1,1,,5695933,,14627839,,139090,,20462862,
nfa_290_2.0_0.ba,17,291,,,,,291,291,,,,,,,,33500640,,,,,,33500640,TO
nfa_290_2.0_7.ba,17,291,,,,,291,291,,,,,,,,33339461,,,,,,33339461,TO
nfa_270_2.0_6.ba,16,271,,,,,271,271,,,,,,,,34641690,,,,,,34641690,TO
nfa_270_2.0_9.ba,16,271,,,,,271,271,,,,,,,,30810800,,,,,,30810800,TO
nfa_270_2.0_1.ba,16,271,,,,,271,271,,,,,,,,32101081,,,,,,32101081,TO
nfa_180_2.0_9.ba,13,181,,,,,181,181,,,599744,6,6,6,,17675140,,28432812909,,14824942557,,43275430606,
nfa_130_2.0_1.ba,11,131,,,,,131,131,,,141431,4,4,4,,13311598,,2875342697,,880859115,,3769513410,
nfa_180_2.0_1.ba,13,181,,,,,181,181,,,660556,9,9,9,,17746979,,32835296979,,26040984727,,58894028685,
nfa_200_2.0_5.ba,14,201,,,,,201,201,,,1086281,6,6,6,,21775102,,67144894476,,44963424552,,112130094130,
nfa_300_2.0_1.ba,17,301,,,,,301,301,,,,,,,,35204114,,,,,,35204114,TO
nfa_140_2.0_0.ba,11,141,,,,,141,141,,,187326,7,6,6,,14077637,,3368898756,,1690814550,,5073790943,
nfa_130_2.0_3.ba,11,131,,,,,131,131,,,142063,4,4,4,,13021676,,3751602980,,884322638,,4648947294,
nfa_60_2.0_1.ba,7,61,,,,,61,61,,,2969,3,3,3,,7016484,,37843708,,1683140,,46543332,
nfa_220_2.0_3.ba,ERR
nfa_160_2.0_4.ba,12,161,,,,,161,161,,,382478,5,5,5,,15560998,,10788681160,,5543703421,,16347945579,
nfa_70_2.0_7.ba,8,71,,,,,71,71,,,6470,5,5,5,,7838394,,89514133,,4538612,,101891139,
nfa_300_2.0_6.ba,17,301,,,,,301,301,,,,,,,,33985975,,,,,,33985975,TO
nfa_240_2.0_5.ba,ERR
nfa_230_2.0_7.ba,ERR
nfa_230_2.0_1.ba,ERR
nfa_110_2.0_7.ba,10,111,,,,,111,111,,,56722,6,6,6,,11422235,,740211520,,291608240,,1043241995,
nfa_240_2.0_9.ba,15,241,,,,,241,241,,,,,,,,25393315,,,,,,25393315,TO
nfa_60_2.0_9.ba,7,61,,,,,61,61,,,4032,1,1,1,,6866483,,45473150,,1983441,,54323074,
nfa_180_2.0_0.ba,13,181,,,,,181,181,,,606844,5,5,5,,17527008,,23112318809,,12576700143,,35706545960,
nfa_90_2.0_8.ba,9,91,,,,,91,91,,,18977,6,6,6,,9363374,,276909572,,39986928,,326259874,
nfa_220_2.0_4.ba,ERR
nfa_90_2.0_6.ba,9,91,,,,,91,91,,,18181,6,6,6,,9477244,,229276289,,41090158,,279843691,
nfa_70_2.0_8.ba,8,71,,,,,71,71,,,6700,3,3,3,,8369104,,91659340,,3531292,,103559736,
nfa_60_2.0_8.ba,7,61,,,,,61,61,,,3627,3,3,3,,6620833,,48658811,,2161131,,57440775,
nfa_210_2.0_8.ba,14,211,,,,,211,211,,,1454618,6,6,6,,29159705,,118022219709,,150867446709,,268918826123,
nfa_270_2.0_3.ba,16,271,,,,,271,271,,,,,,,,31363696,,,,,,31363696,TO
nfa_260_2.0_3.ba,16,261,,,,,261,261,,,,,,,,30849063,,,,,,30849063,TO
nfa_190_2.0_8.ba,13,191,,,,,191,191,,,797881,13,13,13,,19413259,,27325100888,,53719090502,,81063604649,
nfa_100_2.0_6.ba,10,101,,,,,101,101,,,29635,4,4,4,,10990545,,468555147,,90552918,,570098610,
nfa_240_2.0_4.ba,ERR
nfa_90_2.0_3.ba,9,91,,,,,91,91,,,22060,7,7,7,,9695273,,287058768,,68478638,,365232679,
nfa_90_2.0_1.ba,9,91,,,,,91,91,,,18980,4,4,4,,9524514,,229727995,,30666533,,269919042,
nfa_130_2.0_7.ba,11,131,,,,,131,131,,,140272,5,5,5,,12885435,,3739634912,,913788846,,4666309193,
nfa_90_2.0_4.ba,9,91,,,,,91,91,,,20280,6,6,6,,9773914,,307010257,,52328322,,369112493,
nfa_260_2.0_4.ba,16,261,,,,,261,261,,,,,,,,32373272,,,,,,32373272,TO
nfa_160_2.0_1.ba,12,161,,,,,161,161,,,330081,5,5,5,,15936577,,8331326157,,4104523195,,12451785929,
nfa_270_2.0_5.ba,16,271,,,,,271,271,,,,,,,,31636281,,,,,,31636281,TO
nfa_160_2.0_6.ba,12,161,,,,,161,161,,,347683,8,8,8,,15852526,,9178377756,,6880041224,,16074271506,
nfa_90_2.0_9.ba,9,91,,,,,91,91,,,21833,5,5,5,,9607504,,276389263,,51120301,,337117068,
